empnum,costcenterlv2,effectivedate
1836,CCO_Infrastructure Compliance,2023-01-14
1836,CCO_Infrastructure Compliance,2022-11-01
1836,Compliance Operations,
1837,Customer Experience,2023-01-01
1837,Customer Experience,2022-11-01
1837,Customer Experience,
1838,Customer Experience,
1839,,
1840,Customer Experience,2023-01-01
1840,Customer Experience,2022-11-01
1840,Customer Experience,
1841,Data Proetction & Privacy,2022-11-01
1841,Information Security,
1842,Customer Experience,2023-01-01
1842,Customer Experience,2022-11-01
1842,Customer Experience,
1843,Customer Experience,
1844,Customer Experience,2023-01-01
1844,Customer Experience,2022-11-01
1844,Customer Experience,
1845,Data Proetction & Privacy,2022-11-01
1845,Information Security,
1846,Customer Experience,2023-01-01
1846,Customer Experience,2022-11-01
1846,Customer Experience,
1847,Customer Experience,2023-01-01
1847,Customer Experience,2022-11-01
1847,Customer Experience,
1848,Compliance Operations,
1849,Customer Experience,2023-01-01
1849,Customer Experience,2022-11-01
1849,Customer Experience,
1850,,
1851,Customer Experience,2023-01-01
1851,Customer Experience,2022-11-01
1851,Customer Experience,
1852,Customer Experience,
1853,Customer Experience,2022-11-01
1853,Customer Experience,
1854,Customer Experience,2023-01-01
1854,Customer Experience,2022-11-01
1854,Customer Experience,
1855,,
1856,Customer Experience,2023-01-01
1856,Customer Experience,2022-11-01
1856,Customer Experience,
1857,,
1858,Customer Experience,
1859,Customer Experience,2023-01-01
1859,Customer Experience,2022-11-01
1859,Customer Experience,
1860,,
1861,,
1862,Customer Experience,
1863,Customer Experience,2023-01-01
1863,Customer Experience,2022-11-01
1863,Customer Experience,
1864,Customer Experience,2023-01-01
1864,Customer Experience,2022-11-01
1864,Customer Experience,
1865,Customer Experience,2023-01-01
1865,Customer Experience,2022-11-01
1865,Customer Experience,
1866,Customer Experience,2023-01-01
1866,Customer Experience,2022-11-01
1866,Customer Experience,
1867,Customer Experience,2023-01-01
1867,Customer Experience,2022-11-01
1867,Customer Experience,
1868,Customer Experience,2023-01-01
1868,Customer Experience,2022-11-01
1868,Customer Experience,
1869,Customer Experience,2022-11-01
1869,Customer Experience,
1870,,
1871,Customer Experience,
1872,Customer Experience,2023-01-01
1872,Customer Experience,2022-11-01
1872,Customer Experience,
1873,CCO_Infrastructure Compliance,2023-01-14
1873,CCO_Infrastructure Compliance,2022-11-14
1873,Customer Experience,2022-11-01
1873,Customer Experience,
1874,Customer Experience,2023-01-01
1874,Customer Experience,2022-11-01
1874,Customer Experience,
1875,,
1876,Customer Experience,2023-01-01
1876,Customer Experience,2022-11-01
1876,Customer Experience,
1877,CCO_Infrastructure Compliance,2023-01-14
1877,CCO_Infrastructure Compliance,2022-11-01
1877,Compliance Operations,2022-05-01
1877,Compliance Operations,
1878,Customer Experience,2023-01-01
1878,Customer Experience,2022-11-01
1878,Customer Experience,
1879,,
1880,Customer Experience,2023-01-01
1880,Customer Experience,2022-11-01
1880,Customer Experience,
1881,Customer Experience,2023-01-01
1881,Customer Experience,2022-11-01
1881,Customer Experience,
1882,KYC,
1883,Payments and Reconciliation,
1884,,
1885,,
1886,KYC,2023-01-01
1886,KYC,2022-11-01
1886,KYC,
1887,,
1888,KYC,2023-01-01
1888,KYC,2022-11-01
1888,KYC,
1889,Regulatory Compliance,
1890,Main App Tech,2022-11-01
1890,Tech,
1891,Application Security,2022-11-01
1891,Information Security,
1892,Product Management,2022-11-01
1892,Product,
1893,Blockchain,2022-11-01
1893,Blockchain,
1894,,
1895,Customer Experience,2023-01-01
1895,Customer Experience,2022-11-01
1895,Customer Experience,
1896,KYC,2023-01-01
1896,KYC,2022-11-01
1896,KYC,
1897,Customer Experience,
1898,KYC,
1899,Customer Experience,2023-01-01
1899,Customer Experience,2022-11-01
1899,Customer Experience,
1900,Customer Experience,
1901,Customer Experience,2023-01-01
1901,Customer Experience,2022-11-01
1901,Customer Experience,
1902,Customer Experience,2023-01-01
1902,Customer Experience,2022-11-01
1902,Customer Experience,
1903,KYC,2023-01-01
1903,KYC,2022-11-01
1903,KYC,
1904,KYC,
1905,Customer Experience,2023-01-01
1905,Customer Experience,2022-11-01
1905,Customer Experience,
1906,Customer Experience,
1907,Customer Experience,2023-01-01
1907,Customer Experience,2022-11-01
1907,Customer Experience,
1908,Customer Experience,2022-11-01
1908,Customer Experience,
1909,Customer Experience,
1910,,
1911,Customer Experience,2023-01-01
1911,Customer Experience,2022-11-01
1911,Customer Experience,
1912,Customer Experience,
1913,Customer Experience,2023-01-01
1913,Customer Experience,2022-11-01
1913,Customer Experience,
1914,Customer Experience,2022-11-01
1914,Customer Experience,
1915,Customer Experience,
1916,Customer Experience,2023-01-01
1916,Customer Experience,2022-11-01
1916,Customer Experience,
1917,Customer Experience,2023-01-01
1917,Customer Experience,2022-11-01
1917,Customer Experience,
1918,Customer Experience,2023-01-01
1918,Customer Experience,2022-11-01
1918,Customer Experience,
1919,Customer Experience,
1920,Customer Experience,2023-01-01
1920,Customer Experience,2022-11-01
1920,Customer Experience,
1921,Customer Experience,
1922,Customer Experience,2023-01-01
1922,Customer Experience,2022-11-01
1922,Customer Experience,
1923,Customer Experience,2023-01-01
1923,Customer Experience,2022-11-01
1923,Customer Experience,
1924,,
1925,Customer Experience,
1926,Customer Experience,2023-01-01
1926,Customer Experience,2022-11-01
1926,Customer Experience,
1927,,
1928,Customer Experience,2023-01-01
1928,Customer Experience,2022-11-01
1928,Customer Experience,
1929,Customer Experience,
1930,Customer Experience,
1931,,
1932,,
1933,Customer Experience,2023-01-01
1933,Customer Experience,2022-11-01
1933,Customer Experience,
1934,Customer Experience,
1935,,
1936,Customer Experience,2023-01-01
1936,Customer Experience,2022-11-01
1936,Customer Experience,
1937,,
1938,Customer Experience,2023-01-01
1938,Customer Experience,2022-11-01
1938,Customer Experience,
1939,Customer Experience,2023-01-01
1939,Customer Experience,2022-11-01
1939,Customer Experience,
1940,Customer Experience,2023-01-01
1940,Customer Experience,2022-11-01
1940,Customer Experience,
1941,Customer Experience,2023-01-01
1941,Customer Experience,2022-11-01
1941,Customer Experience,
1942,Customer Experience,2023-01-01
1942,Customer Experience,2022-11-01
1942,Customer Experience,
1943,Customer Experience,2023-01-01
1943,Customer Experience,2022-11-01
1943,Customer Experience,
1944,Customer Experience,
1945,,
1946,Customer Experience,
1947,Customer Experience,2023-01-01
1947,Customer Experience,2022-11-01
1947,Customer Experience,
1948,Customer Experience,
1949,,
1950,Customer Experience,
1951,Customer Experience,
1952,Customer Experience,2023-01-01
1952,Customer Experience,2022-11-01
1952,Customer Experience,
1953,Customer Experience,2023-01-01
1953,Customer Experience,2022-11-01
1953,Customer Experience,
1954,Customer Experience,2023-01-01
1954,Customer Experience,2022-11-01
1954,Customer Experience,
1955,CCO_Local Market Compliance,2022-11-01
1955,Regulatory Compliance,
1956,,
1957,Exchange and Derivatives Tech,2022-11-01
1957,Tech,
1958,Main App Tech,2022-11-01
1958,Tech,
1959,Product QA,2022-11-01
1959,Product,
1960,Marketing,2023-01-16
1960,Growth,2022-11-01
1960,Growth,
1961,,
1962,Exchange and Derivatives Tech,2022-11-01
1962,Tech,
1963,Marketing,2022-11-01
1963,Marketing,
1964,Finance and Accounting,2022-11-01
1964,Finance and Accounting,
1965,Others Tech,2022-11-01
1965,Tech,
1966,Blockchain,
1967,Blockchain,2022-11-01
1967,Blockchain,
1968,Payments and Reconciliation,
1969,Payments and Reconciliation,2023-01-01
1969,Payments and Reconciliation,2022-11-01
1969,Payments and Reconciliation,
1970,Risk Management,2023-01-01
1970,Risk Management,2022-11-01
1970,Risk Management,
1972,Marketing,2022-11-01
1972,Marketing,
1973,Community Management Department,
1974,Exchange and Derivatives Tech,2022-11-01
1974,Tech,
1975,Information Security,
1976,Blockchain,2022-11-01
1976,Blockchain,
1977,Information Security,
1978,Information Security,
1979,Payments and Reconciliation,2023-01-01
1979,Payments and Reconciliation,2022-11-01
1979,Payments and Reconciliation,
1980,Risk Management,
1981,Administration,2022-11-01
1981,Administration,
1982,Information Security,
1983,Information Security,
1984,IT Infrastructure & Operations,2022-11-01
1984,Information Security,
1985,Blockchain Security,2022-11-01
1985,Information Security,
1986,Finance and Accounting,
1987,Others Tech,2022-11-01
1987,Tech,
1988,Exchange and Derivatives Tech,2022-11-01
1988,Tech,
1989,Human Resources,
1990,Quant Trading Desk Dev,2022-11-01
1990,Quant Trading,
1991,NFT Tech,2022-11-01
1991,New Venture Operations,
1992,Strategy and Research,2022-11-01
1992,New Venture Operations,
1993,Blockchain,2022-11-01
1993,Blockchain,
1994,Tech,
1995,Main App Tech,2022-11-01
1995,Tech,
1996,Main App Tech,2022-11-01
1996,Tech,
1997,Product QA,2022-11-01
1997,Product,
1998,Product Management,2022-11-01
1998,Product,
1999,Exchange and Derivatives Tech,2022-11-01
1999,Tech,
2000,Quant Trading Desk MO,2022-11-01
2000,Quant Trading,
2001,Human Resources,
2002,Payments and Reconciliation,2023-01-01
2002,Payments and Reconciliation,2022-11-01
2002,Payments and Reconciliation,
2003,KYC,
2004,Compliance Operations,
2005,KYC,2023-01-01
2005,KYC,2022-11-01
2005,KYC,
2006,KYC,
2007,KYC,2023-01-01
2007,KYC,2022-11-01
2007,KYC,
2008,KYC,2023-01-01
2008,KYC,2022-11-01
2008,KYC,
2009,KYC,2023-01-01
2009,KYC,2022-11-01
2009,KYC,
2010,KYC,
2011,KYC,
2012,KYC,
2013,KYC,
2014,,
2015,KYC,
2016,,
2017,KYC,
2018,,
2019,,
2020,,
2021,KYC,
2022,KYC,
2023,KYC,2023-01-01
2023,KYC,2022-11-01
2023,KYC,
2024,,
2025,KYC,2023-01-01
2025,KYC,2022-11-01
2025,KYC,
2026,KYC,
2027,,
2028,KYC,
2029,KYC,
2030,KYC,
2031,KYC,
2032,KYC,
2033,Main App Tech,2022-11-01
2033,Tech,
2034,Exchange and Derivatives Tech,2022-11-01
2034,Tech,
2035,Customer Experience,
2036,,
2037,Customer Experience,2022-11-01
2037,Customer Experience,
2038,,
2039,Customer Experience,
2040,,
2041,,
2042,Customer Experience,2023-01-01
2042,Customer Experience,2022-11-01
2042,Customer Experience,
2043,Customer Experience,2023-01-01
2043,Customer Experience,2022-11-01
2043,Customer Experience,
2044,Customer Experience,
2045,Customer Experience,
2046,Customer Experience,2023-01-01
2046,Customer Experience,2022-11-01
2046,Customer Experience,
2047,,
2048,Customer Experience,2023-01-01
2048,Customer Experience,2022-11-01
2048,Customer Experience,
2049,Customer Experience,
2050,Customer Experience,
2051,Customer Experience,2023-01-01
2051,Customer Experience,2022-11-01
2051,Customer Experience,
2052,Customer Experience,2023-01-01
2052,Customer Experience,2022-11-01
2052,Customer Experience,
2053,Customer Experience,2023-01-01
2053,Customer Experience,2022-11-01
2053,Customer Experience,
2054,Customer Experience,2023-01-01
2054,Customer Experience,2022-11-01
2054,Customer Experience,
2055,Customer Experience,
2056,Customer Experience,
2057,Customer Experience,
2058,Customer Experience,
2059,Customer Experience,
2060,Customer Experience,
2061,Customer Experience,
2062,,
2063,Customer Experience,2023-01-01
2063,Customer Experience,2022-11-01
2063,Customer Experience,
2064,Customer Experience,2023-01-01
2064,Customer Experience,2022-11-01
2064,Customer Experience,
2065,Customer Experience,
2066,Customer Experience,2023-01-01
2066,Customer Experience,2022-11-01
2066,Customer Experience,
2067,,
2068,Customer Experience,
2069,Customer Experience,
2070,Customer Experience,2023-01-01
2070,Customer Experience,2022-11-01
2070,Customer Experience,
2071,,
2072,Exchange and Derivatives Tech,2022-11-01
2072,Tech,
2073,Quant Trading Desk Option,2022-11-01
2073,Quant Trading,
2074,Customer Experience,
2075,Product Management,2022-11-01
2075,Product,
2076,Customer Experience,
2077,Customer Experience,
2078,Customer Experience,2023-01-01
2078,Customer Experience,2022-11-01
2078,Customer Experience,
2079,Customer Experience,2023-01-01
2079,Customer Experience,2022-11-01
2079,Customer Experience,
2080,Regulatory Compliance,
2081,Customer Experience,2023-01-01
2081,Customer Experience,2022-11-01
2081,Customer Experience,
2082,Customer Experience,
2083,Customer Experience,2023-01-01
2083,Customer Experience,2022-11-01
2083,Customer Experience,
2084,Customer Experience,
2085,Customer Experience,2022-11-01
2085,Customer Experience,
2086,,
2087,Customer Experience,2023-01-01
2087,Customer Experience,2022-11-01
2087,Customer Experience,
2088,Customer Experience,2023-01-01
2088,Customer Experience,2022-11-01
2088,Customer Experience,
2089,Customer Experience,
2090,,
2091,Customer Experience,2023-01-01
2091,Customer Experience,2022-11-01
2091,Customer Experience,
2092,Customer Experience,
2093,Customer Experience,
2094,Customer Experience,
2095,Customer Experience,
2096,Customer Experience,
2097,Customer Experience,2023-01-01
2097,Customer Experience,2022-11-01
2097,Customer Experience,
2098,Customer Experience,2023-01-01
2098,Customer Experience,2022-11-01
2098,Customer Experience,
2099,Customer Experience,2023-01-01
2099,Customer Experience,2022-11-01
2099,Customer Experience,
2100,Customer Experience,
2101,,
2102,Customer Experience,2023-01-01
2102,Customer Experience,2022-11-01
2102,Customer Experience,
2103,Customer Experience,2023-01-01
2103,Customer Experience,2022-11-01
2103,Customer Experience,
2104,Customer Experience,
2105,Customer Experience,
2106,Customer Experience,2023-01-01
2106,Customer Experience,2022-11-01
2106,Customer Experience,
2107,Customer Experience,2023-01-01
2107,Customer Experience,2022-11-01
2107,Customer Experience,
2108,Customer Experience,2023-01-01
2108,Customer Experience,2022-11-01
2108,Customer Experience,
2109,Customer Experience,
2110,Customer Experience,
2111,Customer Experience,2023-01-01
2111,Customer Experience,2022-11-01
2111,Customer Experience,
2112,Customer Experience,2023-01-01
2112,Customer Experience,2022-11-01
2112,Customer Experience,
2113,Customer Experience,
2114,Customer Experience,2023-01-01
2114,Customer Experience,2022-11-01
2114,Customer Experience,
2115,,
2116,Customer Experience,
2117,Customer Experience,2023-01-01
2117,Customer Experience,2022-11-01
2117,Customer Experience,
2118,Customer Experience,
2119,Customer Experience,2023-01-01
2119,Customer Experience,2022-11-01
2119,Customer Experience,
2120,Customer Experience,2023-01-01
2120,Customer Experience,2022-11-01
2120,Customer Experience,
2121,Customer Experience,2023-01-01
2121,Customer Experience,2022-11-01
2121,Customer Experience,
2122,Customer Experience,
2123,Customer Experience,
2124,Customer Experience,2023-01-01
2124,Customer Experience,2022-11-01
2124,Customer Experience,
2125,Customer Experience,2023-01-01
2125,Customer Experience,2022-11-01
2125,Customer Experience,
2126,Customer Experience,2023-01-01
2126,Customer Experience,2022-11-01
2126,Customer Experience,
2127,Customer Experience,2023-01-01
2127,Customer Experience,2022-11-01
2127,Customer Experience,
2128,,
2129,Customer Experience,
2130,Customer Experience,2023-01-01
2130,Customer Experience,2022-11-01
2130,Customer Experience,
2131,,
2132,Customer Experience,
2133,Customer Experience,2023-01-01
2133,Customer Experience,2022-11-01
2133,Customer Experience,
2134,Customer Experience,
2135,,
2136,Customer Experience,
2137,Customer Experience,
2138,Customer Experience,
2139,Customer Experience,2023-01-01
2139,Customer Experience,2022-11-01
2139,Customer Experience,
2140,Customer Experience,2023-01-01
2140,Customer Experience,2022-11-01
2140,Customer Experience,
2141,Customer Experience,
2142,,
2143,,
2144,Customer Experience,2023-01-01
2144,Customer Experience,2022-11-01
2144,Customer Experience,
2145,Customer Experience,2023-01-01
2145,Customer Experience,2022-11-01
2145,Customer Experience,
2146,CCO_Local Market Compliance,2022-11-01
2146,Regulatory Compliance,
2147,Customer Experience,2023-01-01
2147,Customer Experience,2022-11-01
2147,Customer Experience,
2148,Human Resources,
2149,Data Intelligence,2022-11-01
2149,Data Intelligence,
2150,Product QA,2022-11-01
2150,Product,
2151,,
2152,Human Resources,
2153,Information Security,
2154,,
2155,Product Management,2022-11-01
2155,Product,
2156,Product Management,2022-11-01
2156,Product,
